Wholesale price trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20220820114423

Parameters
Date range,01 Jan 2012 - 31 Dec 2021
Region type,Nodes (key nodes)
Time scale,Day
Show,Simple average

Period start,Period end,Region ID,Region,Price ($/MWh)
01/01/2012,02/01/2012,OTA2201,OTA2201 - Otahuhu,48.13
01/01/2012,02/01/2012,WKM2201,WKM2201 - Whakamaru,44.29
01/01/2012,02/01/2012,RDF2201,RDF2201 - Redclyffe,43.76
01/01/2012,02/01/2012,SFD2201,SFD2201 - Stratford,45.24
01/01/2012,02/01/2012,HAY2201,HAY2201 - Haywards,45.06
01/01/2012,02/01/2012,ISL2201,ISL2201 - Islington,54.54
01/01/2012,02/01/2012,BEN2201,BEN2201 - Benmore,52.62
01/01/2012,02/01/2012,INV2201,INV2201 - Invercargill,58.18
02/01/2012,03/01/2012,OTA2201,OTA2201 - Otahuhu,52.67
02/01/2012,03/01/2012,WKM2201,WKM2201 - Whakamaru,48.97
02/01/2012,03/01/2012,RDF2201,RDF2201 - Redclyffe,48.39
02/01/2012,03/01/2012,SFD2201,SFD2201 - Stratford,50.16
02/01/2012,03/01/2012,HAY2201,HAY2201 - Haywards,50.86
02/01/2012,03/01/2012,ISL2201,ISL2201 - Islington,59.05
02/01/2012,03/01/2012,BEN2201,BEN2201 - Benmore,56.92
02/01/2012,03/01/2012,INV2201,INV2201 - Invercargill,63.37
03/01/2012,04/01/2012,OTA2201,OTA2201 - Otahuhu,50.41
03/01/2012,04/01/2012,WKM2201,WKM2201 - Whakamaru,47.08
03/01/2012,04/01/2012,RDF2201,RDF2201 - Redclyffe,46.60
03/01/2012,04/01/2012,SFD2201,SFD2201 - Stratford,49.19
03/01/2012,04/01/2012,HAY2201,HAY2201 - Haywards,50.24
03/01/2012,04/01/2012,ISL2201,ISL2201 - Islington,55.36
03/01/2012,04/01/2012,BEN2201,BEN2201 - Benmore,53.29
03/01/2012,04/01/2012,INV2201,INV2201 - Invercargill,59.55
04/01/2012,05/01/2012,OTA2201,OTA2201 - Otahuhu,36.30
04/01/2012,05/01/2012,WKM2201,WKM2201 - Whakamaru,33.50
04/01/2012,05/01/2012,RDF2201,RDF2201 - Redclyffe,33.12
04/01/2012,05/01/2012,SFD2201,SFD2201 - Stratford,34.80
04/01/2012,05/01/2012,HAY2201,HAY2201 - Haywards,34.87
04/01/2012,05/01/2012,ISL2201,ISL2201 - Islington,38.60
04/01/2012,05/01/2012,BEN2201,BEN2201 - Benmore,36.51
04/01/2012,05/01/2012,INV2201,INV2201 - Invercargill,41.08
05/01/2012,06/01/2012,OTA2201,OTA2201 - Otahuhu,29.00
05/01/2012,06/01/2012,WKM2201,WKM2201 - Whakamaru,26.71
05/01/2012,06/01/2012,RDF2201,RDF2201 - Redclyffe,26.39
05/01/2012,06/01/2012,SFD2201,SFD2201 - Stratford,27.67
05/01/2012,06/01/2012,HAY2201,HAY2201 - Haywards,27.63
05/01/2012,06/01/2012,ISL2201,ISL2201 - Islington,34.70
05/01/2012,06/01/2012,BEN2201,BEN2201 - Benmore,33.05
05/01/2012,06/01/2012,INV2201,INV2201 - Invercargill,45.01
06/01/2012,07/01/2012,OTA2201,OTA2201 - Otahuhu,51.96
06/01/2012,07/01/2012,WKM2201,WKM2201 - Whakamaru,48.26
06/01/2012,07/01/2012,RDF2201,RDF2201 - Redclyffe,47.69
06/01/2012,07/01/2012,SFD2201,SFD2201 - Stratford,50.68
06/01/2012,07/01/2012,HAY2201,HAY2201 - Haywards,50.59
06/01/2012,07/01/2012,ISL2201,ISL2201 - Islington,55.70
06/01/2012,07/01/2012,BEN2201,BEN2201 - Benmore,52.52
06/01/2012,07/01/2012,INV2201,INV2201 - Invercargill,63.83
07/01/2012,08/01/2012,OTA2201,OTA2201 - Otahuhu,45.03
07/01/2012,08/01/2012,WKM2201,WKM2201 - Whakamaru,42.37
07/01/2012,08/01/2012,RDF2201,RDF2201 - Redclyffe,41.98
07/01/2012,08/01/2012,SFD2201,SFD2201 - Stratford,45.66
07/01/2012,08/01/2012,HAY2201,HAY2201 - Haywards,45.50
07/01/2012,08/01/2012,ISL2201,ISL2201 - Islington,46.47
07/01/2012,08/01/2012,BEN2201,BEN2201 - Benmore,44.60
07/01/2012,08/01/2012,INV2201,INV2201 - Invercargill,50.72
08/01/2012,09/01/2012,OTA2201,OTA2201 - Otahuhu,28.52
08/01/2012,09/01/2012,WKM2201,WKM2201 - Whakamaru,26.31
08/01/2012,09/01/2012,RDF2201,RDF2201 - Redclyffe,26.03
08/01/2012,09/01/2012,SFD2201,SFD2201 - Stratford,28.62
08/01/2012,09/01/2012,HAY2201,HAY2201 - Haywards,28.43
08/01/2012,09/01/2012,ISL2201,ISL2201 - Islington,37.16
08/01/2012,09/01/2012,BEN2201,BEN2201 - Benmore,34.92
08/01/2012,09/01/2012,INV2201,INV2201 - Invercargill,41.10
09/01/2012,10/01/2012,OTA2201,OTA2201 - Otahuhu,67.56
09/01/2012,10/01/2012,WKM2201,WKM2201 - Whakamaru,62.60
09/01/2012,10/01/2012,RDF2201,RDF2201 - Redclyffe,61.79
09/01/2012,10/01/2012,SFD2201,SFD2201 - Stratford,65.15
09/01/2012,10/01/2012,HAY2201,HAY2201 - Haywards,66.95
09/01/2012,10/01/2012,ISL2201,ISL2201 - Islington,74.44
09/01/2012,10/01/2012,BEN2201,BEN2201 - Benmore,71.43
09/01/2012,10/01/2012,INV2201,INV2201 - Invercargill,81.94
10/01/2012,11/01/2012,OTA2201,OTA2201 - Otahuhu,86.12
10/01/2012,11/01/2012,WKM2201,WKM2201 - Whakamaru,80.09
10/01/2012,11/01/2012,RDF2201,RDF2201 - Redclyffe,79.32
10/01/2012,11/01/2012,SFD2201,SFD2201 - Stratford,84.81
10/01/2012,11/01/2012,HAY2201,HAY2201 - Haywards,87.35
10/01/2012,11/01/2012,ISL2201,ISL2201 - Islington,89.95
10/01/2012,11/01/2012,BEN2201,BEN2201 - Benmore,86.26
10/01/2012,11/01/2012,INV2201,INV2201 - Invercargill,98.03
11/01/2012,12/01/2012,OTA2201,OTA2201 - Otahuhu,78.11
11/01/2012,12/01/2012,WKM2201,WKM2201 - Whakamaru,72.15
11/01/2012,12/01/2012,RDF2201,RDF2201 - Redclyffe,71.47
11/01/2012,12/01/2012,SFD2201,SFD2201 - Stratford,77.32
11/01/2012,12/01/2012,HAY2201,HAY2201 - Haywards,79.73
11/01/2012,12/01/2012,ISL2201,ISL2201 - Islington,108.19
11/01/2012,12/01/2012,BEN2201,BEN2201 - Benmore,102.37
11/01/2012,12/01/2012,INV2201,INV2201 - Invercargill,117.03
12/01/2012,13/01/2012,OTA2201,OTA2201 - Otahuhu,132.86
12/01/2012,13/01/2012,WKM2201,WKM2201 - Whakamaru,123.01
12/01/2012,13/01/2012,RDF2201,RDF2201 - Redclyffe,121.61
12/01/2012,13/01/2012,SFD2201,SFD2201 - Stratford,132.08
12/01/2012,13/01/2012,HAY2201,HAY2201 - Haywards,137.77
12/01/2012,13/01/2012,ISL2201,ISL2201 - Islington,155.69
12/01/2012,13/01/2012,BEN2201,BEN2201 - Benmore,146.89
12/01/2012,13/01/2012,INV2201,INV2201 - Invercargill,166.07
13/01/2012,14/01/2012,OTA2201,OTA2201 - Otahuhu,79.39
13/01/2012,14/01/2012,WKM2201,WKM2201 - Whakamaru,74.00
13/01/2012,14/01/2012,RDF2201,RDF2201 - Redclyffe,73.19
13/01/2012,14/01/2012,SFD2201,SFD2201 - Stratford,79.15
13/01/2012,14/01/2012,HAY2201,HAY2201 - Haywards,82.85
13/01/2012,14/01/2012,ISL2201,ISL2201 - Islington,101.82
13/01/2012,14/01/2012,BEN2201,BEN2201 - Benmore,96.67
13/01/2012,14/01/2012,INV2201,INV2201 - Invercargill,109.34
14/01/2012,15/01/2012,OTA2201,OTA2201 - Otahuhu,15.87
14/01/2012,15/01/2012,WKM2201,WKM2201 - Whakamaru,14.80
14/01/2012,15/01/2012,RDF2201,RDF2201 - Redclyffe,14.61
14/01/2012,15/01/2012,SFD2201,SFD2201 - Stratford,15.36
14/01/2012,15/01/2012,HAY2201,HAY2201 - Haywards,15.49
14/01/2012,15/01/2012,ISL2201,ISL2201 - Islington,30.44
14/01/2012,15/01/2012,BEN2201,BEN2201 - Benmore,29.31
14/01/2012,15/01/2012,INV2201,INV2201 - Invercargill,32.72
15/01/2012,16/01/2012,OTA2201,OTA2201 - Otahuhu,29.73
15/01/2012,16/01/2012,WKM2201,WKM2201 - Whakamaru,27.38
15/01/2012,16/01/2012,RDF2201,RDF2201 - Redclyffe,27.08
15/01/2012,16/01/2012,SFD2201,SFD2201 - Stratford,28.62
15/01/2012,16/01/2012,HAY2201,HAY2201 - Haywards,28.60
15/01/2012,16/01/2012,ISL2201,ISL2201 - Islington,32.62
15/01/2012,16/01/2012,BEN2201,BEN2201 - Benmore,31.40
15/01/2012,16/01/2012,INV2201,INV2201 - Invercargill,35.04
16/01/2012,17/01/2012,OTA2201,OTA2201 - Otahuhu,58.57
16/01/2012,17/01/2012,WKM2201,WKM2201 - Whakamaru,54.13
16/01/2012,17/01/2012,RDF2201,RDF2201 - Redclyffe,53.74
16/01/2012,17/01/2012,SFD2201,SFD2201 - Stratford,58.59
16/01/2012,17/01/2012,HAY2201,HAY2201 - Haywards,59.94
16/01/2012,17/01/2012,ISL2201,ISL2201 - Islington,73.95
16/01/2012,17/01/2012,BEN2201,BEN2201 - Benmore,61.10
16/01/2012,17/01/2012,INV2201,INV2201 - Invercargill,84.73
17/01/2012,18/01/2012,OTA2201,OTA2201 - Otahuhu,77.42
17/01/2012,18/01/2012,WKM2201,WKM2201 - Whakamaru,73.24
17/01/2012,18/01/2012,RDF2201,RDF2201 - Redclyffe,73.43
17/01/2012,18/01/2012,SFD2201,SFD2201 - Stratford,78.84
17/01/2012,18/01/2012,HAY2201,HAY2201 - Haywards,82.05
17/01/2012,18/01/2012,ISL2201,ISL2201 - Islington,93.29
17/01/2012,18/01/2012,BEN2201,BEN2201 - Benmore,84.91
17/01/2012,18/01/2012,INV2201,INV2201 - Invercargill,97.94
18/01/2012,19/01/2012,OTA2201,OTA2201 - Otahuhu,72.29
18/01/2012,19/01/2012,WKM2201,WKM2201 - Whakamaru,68.28
18/01/2012,19/01/2012,RDF2201,RDF2201 - Redclyffe,68.50
18/01/2012,19/01/2012,SFD2201,SFD2201 - Stratford,70.55
18/01/2012,19/01/2012,HAY2201,HAY2201 - Haywards,74.26
18/01/2012,19/01/2012,ISL2201,ISL2201 - Islington,97.87
18/01/2012,19/01/2012,BEN2201,BEN2201 - Benmore,87.30
18/01/2012,19/01/2012,INV2201,INV2201 - Invercargill,103.23
19/01/2012,20/01/2012,OTA2201,OTA2201 - Otahuhu,61.42
19/01/2012,20/01/2012,WKM2201,WKM2201 - Whakamaru,57.09
19/01/2012,20/01/2012,RDF2201,RDF2201 - Redclyffe,58.21
19/01/2012,20/01/2012,SFD2201,SFD2201 - Stratford,59.74
19/01/2012,20/01/2012,HAY2201,HAY2201 - Haywards,63.26
19/01/2012,20/01/2012,ISL2201,ISL2201 - Islington,155.83
19/01/2012,20/01/2012,BEN2201,BEN2201 - Benmore,119.56
19/01/2012,20/01/2012,INV2201,INV2201 - Invercargill,164.77
20/01/2012,21/01/2012,OTA2201,OTA2201 - Otahuhu,67.55
20/01/2012,21/01/2012,WKM2201,WKM2201 - Whakamaru,63.21
20/01/2012,21/01/2012,RDF2201,RDF2201 - Redclyffe,63.21
20/01/2012,21/01/2012,SFD2201,SFD2201 - Stratford,64.57
20/01/2012,21/01/2012,HAY2201,HAY2201 - Haywards,68.21
20/01/2012,21/01/2012,ISL2201,ISL2201 - Islington,92.53
20/01/2012,21/01/2012,BEN2201,BEN2201 - Benmore,82.37
20/01/2012,21/01/2012,INV2201,INV2201 - Invercargill,97.42
21/01/2012,22/01/2012,OTA2201,OTA2201 - Otahuhu,79.85
21/01/2012,22/01/2012,WKM2201,WKM2201 - Whakamaru,74.78
21/01/2012,22/01/2012,RDF2201,RDF2201 - Redclyffe,74.91
21/01/2012,22/01/2012,SFD2201,SFD2201 - Stratford,75.33
21/01/2012,22/01/2012,HAY2201,HAY2201 - Haywards,79.95
21/01/2012,22/01/2012,ISL2201,ISL2201 - Islington,107.53
21/01/2012,22/01/2012,BEN2201,BEN2201 - Benmore,101.64
21/01/2012,22/01/2012,INV2201,INV2201 - Invercargill,119.10
22/01/2012,23/01/2012,OTA2201,OTA2201 - Otahuhu,80.92
22/01/2012,23/01/2012,WKM2201,WKM2201 - Whakamaru,75.14
22/01/2012,23/01/2012,RDF2201,RDF2201 - Redclyffe,75.06
22/01/2012,23/01/2012,SFD2201,SFD2201 - Stratford,75.87
22/01/2012,23/01/2012,HAY2201,HAY2201 - Haywards,80.41
22/01/2012,23/01/2012,ISL2201,ISL2201 - Islington,106.77
22/01/2012,23/01/2012,BEN2201,BEN2201 - Benmore,102.52
22/01/2012,23/01/2012,INV2201,INV2201 - Invercargill,115.51
23/01/2012,24/01/2012,OTA2201,OTA2201 - Otahuhu,107.47
23/01/2012,24/01/2012,WKM2201,WKM2201 - Whakamaru,99.99
23/01/2012,24/01/2012,RDF2201,RDF2201 - Redclyffe,100.24
23/01/2012,24/01/2012,SFD2201,SFD2201 - Stratford,99.89
23/01/2012,24/01/2012,HAY2201,HAY2201 - Haywards,105.70
23/01/2012,24/01/2012,ISL2201,ISL2201 - Islington,125.88
23/01/2012,24/01/2012,BEN2201,BEN2201 - Benmore,115.38
23/01/2012,24/01/2012,INV2201,INV2201 - Invercargill,134.77
24/01/2012,25/01/2012,OTA2201,OTA2201 - Otahuhu,112.83
24/01/2012,25/01/2012,WKM2201,WKM2201 - Whakamaru,105.81
24/01/2012,25/01/2012,RDF2201,RDF2201 - Redclyffe,106.10
24/01/2012,25/01/2012,SFD2201,SFD2201 - Stratford,105.68
24/01/2012,25/01/2012,HAY2201,HAY2201 - Haywards,113.01
24/01/2012,25/01/2012,ISL2201,ISL2201 - Islington,124.34
24/01/2012,25/01/2012,BEN2201,BEN2201 - Benmore,116.09
24/01/2012,25/01/2012,INV2201,INV2201 - Invercargill,133.75
25/01/2012,26/01/2012,OTA2201,OTA2201 - Otahuhu,116.76
25/01/2012,26/01/2012,WKM2201,WKM2201 - Whakamaru,110.59
25/01/2012,26/01/2012,RDF2201,RDF2201 - Redclyffe,110.87
25/01/2012,26/01/2012,SFD2201,SFD2201 - Stratford,110.41
25/01/2012,26/01/2012,HAY2201,HAY2201 - Haywards,123.49
25/01/2012,26/01/2012,ISL2201,ISL2201 - Islington,138.67
25/01/2012,26/01/2012,BEN2201,BEN2201 - Benmore,128.72
25/01/2012,26/01/2012,INV2201,INV2201 - Invercargill,145.19
26/01/2012,27/01/2012,OTA2201,OTA2201 - Otahuhu,105.58
26/01/2012,27/01/2012,WKM2201,WKM2201 - Whakamaru,98.93
26/01/2012,27/01/2012,RDF2201,RDF2201 - Redclyffe,99.04
26/01/2012,27/01/2012,SFD2201,SFD2201 - Stratford,98.23
26/01/2012,27/01/2012,HAY2201,HAY2201 - Haywards,104.52
26/01/2012,27/01/2012,ISL2201,ISL2201 - Islington,129.28
26/01/2012,27/01/2012,BEN2201,BEN2201 - Benmore,119.40
26/01/2012,27/01/2012,INV2201,INV2201 - Invercargill,135.83
27/01/2012,28/01/2012,OTA2201,OTA2201 - Otahuhu,107.77
27/01/2012,28/01/2012,WKM2201,WKM2201 - Whakamaru,102.01
27/01/2012,28/01/2012,RDF2201,RDF2201 - Redclyffe,102.18
27/01/2012,28/01/2012,SFD2201,SFD2201 - Stratford,101.13
27/01/2012,28/01/2012,HAY2201,HAY2201 - Haywards,107.72
27/01/2012,28/01/2012,ISL2201,ISL2201 - Islington,118.84
27/01/2012,28/01/2012,BEN2201,BEN2201 - Benmore,112.67
27/01/2012,28/01/2012,INV2201,INV2201 - Invercargill,127.81
28/01/2012,29/01/2012,OTA2201,OTA2201 - Otahuhu,94.78
28/01/2012,29/01/2012,WKM2201,WKM2201 - Whakamaru,89.66
28/01/2012,29/01/2012,RDF2201,RDF2201 - Redclyffe,89.98
28/01/2012,29/01/2012,SFD2201,SFD2201 - Stratford,89.00
28/01/2012,29/01/2012,HAY2201,HAY2201 - Haywards,92.98
28/01/2012,29/01/2012,ISL2201,ISL2201 - Islington,99.82
28/01/2012,29/01/2012,BEN2201,BEN2201 - Benmore,96.15
28/01/2012,29/01/2012,INV2201,INV2201 - Invercargill,106.91
29/01/2012,30/01/2012,OTA2201,OTA2201 - Otahuhu,82.23
29/01/2012,30/01/2012,WKM2201,WKM2201 - Whakamaru,78.67
29/01/2012,30/01/2012,RDF2201,RDF2201 - Redclyffe,78.56
29/01/2012,30/01/2012,SFD2201,SFD2201 - Stratford,77.56
29/01/2012,30/01/2012,HAY2201,HAY2201 - Haywards,81.38
29/01/2012,30/01/2012,ISL2201,ISL2201 - Islington,89.75
29/01/2012,30/01/2012,BEN2201,BEN2201 - Benmore,86.17
29/01/2012,30/01/2012,INV2201,INV2201 - Invercargill,93.31
30/01/2012,31/01/2012,OTA2201,OTA2201 - Otahuhu,99.00
30/01/2012,31/01/2012,WKM2201,WKM2201 - Whakamaru,92.61
30/01/2012,31/01/2012,RDF2201,RDF2201 - Redclyffe,91.79
30/01/2012,31/01/2012,SFD2201,SFD2201 - Stratford,91.71
30/01/2012,31/01/2012,HAY2201,HAY2201 - Haywards,95.82
30/01/2012,31/01/2012,ISL2201,ISL2201 - Islington,102.09
30/01/2012,31/01/2012,BEN2201,BEN2201 - Benmore,96.68
30/01/2012,31/01/2012,INV2201,INV2201 - Invercargill,101.76
31/01/2012,01/02/2012,OTA2201,OTA2201 - Otahuhu,101.16
31/01/2012,01/02/2012,WKM2201,WKM2201 - Whakamaru,94.40
31/01/2012,01/02/2012,RDF2201,RDF2201 - Redclyffe,93.78
31/01/2012,01/02/2012,SFD2201,SFD2201 - Stratford,93.08
31/01/2012,01/02/2012,HAY2201,HAY2201 - Haywards,97.13
31/01/2012,01/02/2012,ISL2201,ISL2201 - Islington,107.36
31/01/2012,01/02/2012,BEN2201,BEN2201 - Benmore,99.89
31/01/2012,01/02/2012,INV2201,INV2201 - Invercargill,106.10
01/02/2012,02/02/2012,OTA2201,OTA2201 - Otahuhu,107.87
01/02/2012,02/02/2012,WKM2201,WKM2201 - Whakamaru,100.82
01/02/2012,02/02/2012,RDF2201,RDF2201 - Redclyffe,100.20
01/02/2012,02/02/2012,SFD2201,SFD2201 - Stratford,99.33
01/02/2012,02/02/2012,HAY2201,HAY2201 - Haywards,102.69
01/02/2012,02/02/2012,ISL2201,ISL2201 - Islington,112.37
01/02/2012,02/02/2012,BEN2201,BEN2201 - Benmore,104.50
01/02/2012,02/02/2012,INV2201,INV2201 - Invercargill,112.48
02/02/2012,03/02/2012,OTA2201,OTA2201 - Otahuhu,125.66
02/02/2012,03/02/2012,WKM2201,WKM2201 - Whakamaru,117.50
02/02/2012,03/02/2012,RDF2201,RDF2201 - Redclyffe,116.46
02/02/2012,03/02/2012,SFD2201,SFD2201 - Stratford,116.12
02/02/2012,03/02/2012,HAY2201,HAY2201 - Haywards,120.25
02/02/2012,03/02/2012,ISL2201,ISL2201 - Islington,131.49
02/02/2012,03/02/2012,BEN2201,BEN2201 - Benmore,122.28
02/02/2012,03/02/2012,INV2201,INV2201 - Invercargill,137.33
03/02/2012,04/02/2012,OTA2201,OTA2201 - Otahuhu,126.09
03/02/2012,04/02/2012,WKM2201,WKM2201 - Whakamaru,119.29
03/02/2012,04/02/2012,RDF2201,RDF2201 - Redclyffe,118.31
03/02/2012,04/02/2012,SFD2201,SFD2201 - Stratford,117.74
03/02/2012,04/02/2012,HAY2201,HAY2201 - Haywards,125.18
03/02/2012,04/02/2012,ISL2201,ISL2201 - Islington,135.91
03/02/2012,04/02/2012,BEN2201,BEN2201 - Benmore,127.26
03/02/2012,04/02/2012,INV2201,INV2201 - Invercargill,141.33
04/02/2012,05/02/2012,OTA2201,OTA2201 - Otahuhu,106.17
04/02/2012,05/02/2012,WKM2201,WKM2201 - Whakamaru,102.57
04/02/2012,05/02/2012,RDF2201,RDF2201 - Redclyffe,102.03
04/02/2012,05/02/2012,SFD2201,SFD2201 - Stratford,99.86
04/02/2012,05/02/2012,HAY2201,HAY2201 - Haywards,106.32
04/02/2012,05/02/2012,ISL2201,ISL2201 - Islington,133.85
04/02/2012,05/02/2012,BEN2201,BEN2201 - Benmore,128.93
04/02/2012,05/02/2012,INV2201,INV2201 - Invercargill,140.73
05/02/2012,06/02/2012,OTA2201,OTA2201 - Otahuhu,108.26
05/02/2012,06/02/2012,WKM2201,WKM2201 - Whakamaru,105.07
05/02/2012,06/02/2012,RDF2201,RDF2201 - Redclyffe,105.05
05/02/2012,06/02/2012,SFD2201,SFD2201 - Stratford,102.91
05/02/2012,06/02/2012,HAY2201,HAY2201 - Haywards,111.76
05/02/2012,06/02/2012,ISL2201,ISL2201 - Islington,123.38
05/02/2012,06/02/2012,BEN2201,BEN2201 - Benmore,118.86
05/02/2012,06/02/2012,INV2201,INV2201 - Invercargill,131.92
06/02/2012,07/02/2012,OTA2201,OTA2201 - Otahuhu,118.58
06/02/2012,07/02/2012,WKM2201,WKM2201 - Whakamaru,114.61
06/02/2012,07/02/2012,RDF2201,RDF2201 - Redclyffe,113.76
06/02/2012,07/02/2012,SFD2201,SFD2201 - Stratford,112.76
06/02/2012,07/02/2012,HAY2201,HAY2201 - Haywards,120.63
06/02/2012,07/02/2012,ISL2201,ISL2201 - Islington,131.04
06/02/2012,07/02/2012,BEN2201,BEN2201 - Benmore,126.26
06/02/2012,07/02/2012,INV2201,INV2201 - Invercargill,139.92
07/02/2012,08/02/2012,OTA2201,OTA2201 - Otahuhu,155.61
07/02/2012,08/02/2012,WKM2201,WKM2201 - Whakamaru,145.43
07/02/2012,08/02/2012,RDF2201,RDF2201 - Redclyffe,143.90
07/02/2012,08/02/2012,SFD2201,SFD2201 - Stratford,145.21
07/02/2012,08/02/2012,HAY2201,HAY2201 - Haywards,154.99
07/02/2012,08/02/2012,ISL2201,ISL2201 - Islington,176.87
07/02/2012,08/02/2012,BEN2201,BEN2201 - Benmore,164.04
07/02/2012,08/02/2012,INV2201,INV2201 - Invercargill,181.85
08/02/2012,09/02/2012,OTA2201,OTA2201 - Otahuhu,150.02
08/02/2012,09/02/2012,WKM2201,WKM2201 - Whakamaru,140.08
08/02/2012,09/02/2012,RDF2201,RDF2201 - Redclyffe,138.85
08/02/2012,09/02/2012,SFD2201,SFD2201 - Stratford,139.48
08/02/2012,09/02/2012,HAY2201,HAY2201 - Haywards,149.99
08/02/2012,09/02/2012,ISL2201,ISL2201 - Islington,168.74
08/02/2012,09/02/2012,BEN2201,BEN2201 - Benmore,156.55
08/02/2012,09/02/2012,INV2201,INV2201 - Invercargill,172.98
09/02/2012,10/02/2012,OTA2201,OTA2201 - Otahuhu,163.08
09/02/2012,10/02/2012,WKM2201,WKM2201 - Whakamaru,151.45
09/02/2012,10/02/2012,RDF2201,RDF2201 - Redclyffe,149.96
09/02/2012,10/02/2012,SFD2201,SFD2201 - Stratford,151.74
09/02/2012,10/02/2012,HAY2201,HAY2201 - Haywards,164.04
09/02/2012,10/02/2012,ISL2201,ISL2201 - Islington,192.69
09/02/2012,10/02/2012,BEN2201,BEN2201 - Benmore,178.13
09/02/2012,10/02/2012,INV2201,INV2201 - Invercargill,192.96
10/02/2012,11/02/2012,OTA2201,OTA2201 - Otahuhu,120.14
10/02/2012,11/02/2012,WKM2201,WKM2201 - Whakamaru,113.07
10/02/2012,11/02/2012,RDF2201,RDF2201 - Redclyffe,111.50
10/02/2012,11/02/2012,SFD2201,SFD2201 - Stratford,112.01
10/02/2012,11/02/2012,HAY2201,HAY2201 - Haywards,119.25
10/02/2012,11/02/2012,ISL2201,ISL2201 - Islington,288.36
10/02/2012,11/02/2012,BEN2201,BEN2201 - Benmore,267.64
10/02/2012,11/02/2012,INV2201,INV2201 - Invercargill,295.09
11/02/2012,12/02/2012,OTA2201,OTA2201 - Otahuhu,83.06
11/02/2012,12/02/2012,WKM2201,WKM2201 - Whakamaru,80.48
11/02/2012,12/02/2012,RDF2201,RDF2201 - Redclyffe,79.51
11/02/2012,12/02/2012,SFD2201,SFD2201 - Stratford,79.99
11/02/2012,12/02/2012,HAY2201,HAY2201 - Haywards,83.06
11/02/2012,12/02/2012,ISL2201,ISL2201 - Islington,177.69
11/02/2012,12/02/2012,BEN2201,BEN2201 - Benmore,169.84
11/02/2012,12/02/2012,INV2201,INV2201 - Invercargill,187.87
12/02/2012,13/02/2012,OTA2201,OTA2201 - Otahuhu,99.88
12/02/2012,13/02/2012,WKM2201,WKM2201 - Whakamaru,97.27
12/02/2012,13/02/2012,RDF2201,RDF2201 - Redclyffe,96.61
12/02/2012,13/02/2012,SFD2201,SFD2201 - Stratford,97.45
12/02/2012,13/02/2012,HAY2201,HAY2201 - Haywards,101.72
12/02/2012,13/02/2012,ISL2201,ISL2201 - Islington,137.40
12/02/2012,13/02/2012,BEN2201,BEN2201 - Benmore,132.36
12/02/2012,13/02/2012,INV2201,INV2201 - Invercargill,146.40
13/02/2012,14/02/2012,OTA2201,OTA2201 - Otahuhu,132.12
13/02/2012,14/02/2012,WKM2201,WKM2201 - Whakamaru,126.63
13/02/2012,14/02/2012,RDF2201,RDF2201 - Redclyffe,126.67
13/02/2012,14/02/2012,SFD2201,SFD2201 - Stratford,133.76
13/02/2012,14/02/2012,HAY2201,HAY2201 - Haywards,144.20
13/02/2012,14/02/2012,ISL2201,ISL2201 - Islington,166.74
13/02/2012,14/02/2012,BEN2201,BEN2201 - Benmore,155.00
13/02/2012,14/02/2012,INV2201,INV2201 - Invercargill,173.97
14/02/2012,15/02/2012,OTA2201,OTA2201 - Otahuhu,145.01
14/02/2012,15/02/2012,WKM2201,WKM2201 - Whakamaru,137.43
14/02/2012,15/02/2012,RDF2201,RDF2201 - Redclyffe,137.02
14/02/2012,15/02/2012,SFD2201,SFD2201 - Stratford,141.84
14/02/2012,15/02/2012,HAY2201,HAY2201 - Haywards,153.32
14/02/2012,15/02/2012,ISL2201,ISL2201 - Islington,176.47
14/02/2012,15/02/2012,BEN2201,BEN2201 - Benmore,163.26
14/02/2012,15/02/2012,INV2201,INV2201 - Invercargill,182.90
15/02/2012,16/02/2012,OTA2201,OTA2201 - Otahuhu,120.09
15/02/2012,16/02/2012,WKM2201,WKM2201 - Whakamaru,116.19
15/02/2012,16/02/2012,RDF2201,RDF2201 - Redclyffe,116.56
15/02/2012,16/02/2012,SFD2201,SFD2201 - Stratford,123.85
15/02/2012,16/02/2012,HAY2201,HAY2201 - Haywards,134.85
15/02/2012,16/02/2012,ISL2201,ISL2201 - Islington,162.39
15/02/2012,16/02/2012,BEN2201,BEN2201 - Benmore,151.52
15/02/2012,16/02/2012,INV2201,INV2201 - Invercargill,170.47
16/02/2012,17/02/2012,OTA2201,OTA2201 - Otahuhu,102.39
16/02/2012,17/02/2012,WKM2201,WKM2201 - Whakamaru,99.52
16/02/2012,17/02/2012,RDF2201,RDF2201 - Redclyffe,100.01
16/02/2012,17/02/2012,SFD2201,SFD2201 - Stratford,104.70
16/02/2012,17/02/2012,HAY2201,HAY2201 - Haywards,113.42
16/02/2012,17/02/2012,ISL2201,ISL2201 - Islington,158.84
16/02/2012,17/02/2012,BEN2201,BEN2201 - Benmore,148.08
16/02/2012,17/02/2012,INV2201,INV2201 - Invercargill,167.28
17/02/2012,18/02/2012,OTA2201,OTA2201 - Otahuhu,122.69
17/02/2012,18/02/2012,WKM2201,WKM2201 - Whakamaru,118.42
17/02/2012,18/02/2012,RDF2201,RDF2201 - Redclyffe,118.46
